age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country
0.30136986301369856,7,0.04413120765299046,9,0.8,4,1,1,4,1,0.021740217402174022,0.0,0.39795918367346933,39
0.4520547945205479,6,0.04805174157626436,9,0.8,2,4,0,4,1,0.0,0.0,0.12244897959183672,39
0.2876712328767123,4,0.13758131133233883,11,0.5333333333333333,0,6,1,4,1,0.0,0.0,0.39795918367346933,39
0.4931506849315069,4,0.1504862612178349,1,0.4,2,6,0,2,1,0.0,0.0,0.39795918367346933,39
0.1506849315068493,4,0.2206350656072092,9,0.8,2,10,5,2,0,0.0,0.0,0.39795918367346933,5
0.27397260273972607,4,0.18421908985430768,12,0.8666666666666667,2,4,5,4,0,0.0,0.0,0.39795918367346933,39
0.4383561643835617,4,0.10006122662986303,6,0.26666666666666666,3,8,1,2,0,0.0,0.0,0.1530612244897959,23
0.4794520547945205,6,0.13351938110363537,11,0.5333333333333333,2,4,0,4,1,0.0,0.0,0.44897959183673464,39
0.1917808219178082,4,0.022661294960135032,12,0.8666666666666667,4,10,1,4,0,0.14084140841408413,0.0,0.5,39
0.3424657534246575,4,0.099561942068107,9,0.8,2,4,0,4,1,0.051780517805178054,0.0,0.39795918367346933,39
0.27397260273972607,4,0.18143310906120297,15,0.6,2,4,0,2,1,0.0,0.0,0.8061224489795917,39
0.1780821917808219,7,0.08728143615347926,9,0.8,2,10,0,1,1,0.0,0.0,0.39795918367346933,19
0.0821917808219178,4,0.07441031313531085,9,0.8,4,1,3,4,0,0.0,0.0,0.2959183673469387,39
0.2054794520547945,4,0.13039174895052144,7,0.7333333333333334,4,12,1,2,1,0.0,0.0,0.5,39
0.3150684931506849,4,0.07407204446203441,8,0.6666666666666666,2,3,0,1,1,0.0,0.0,0.39795918367346933,0
0.2328767123287671,4,0.15776986229082313,5,0.2,2,14,0,0,1,0.0,0.0,0.44897959183673464,26
0.1095890410958904,6,0.11127077392489758,11,0.5333333333333333,4,5,3,4,1,0.0,0.0,0.346938775510204,39
0.2054794520547945,4,0.1180821519299919,11,0.5333333333333333,4,7,4,4,1,0.0,0.0,0.39795918367346933,39
0.2876712328767123,4,0.011231873027470798,1,0.4,2,12,0,4,1,0.0,0.0,0.5,39
0.35616438356164376,6,0.18935603792668365,12,0.8666666666666667,0,4,4,4,0,0.0,0.0,0.44897959183673464,39
0.3150684931506849,4,0.12261495215189615,10,1.0,2,10,0,4,1,0.0,0.0,0.6020408163265305,39
0.5068493150684932,4,0.19610179180916235,11,0.5333333333333333,5,8,4,2,0,0.0,0.0,0.19387755102040813,39
0.2465753424657534,1,0.04367725109345348,6,0.26666666666666666,2,5,0,2,1,0.0,0.0,0.39795918367346933,39
0.35616438356164376,4,0.07086864012610655,1,0.4,2,14,0,4,1,0.0,0.4687786960514233,0.39795918367346933,39
0.5753424657534245,4,0.0654414575320594,11,0.5333333333333333,0,13,4,4,0,0.0,0.0,0.39795918367346933,39
0.5342465753424657,2,0.13839653883493505,9,0.8,2,13,0,4,1,0.0,0.0,0.39795918367346933,39
0.0273972602739726,4,0.10554591489836718,11,0.5333333333333333,4,3,3,4,1,0.0,0.0,0.39795918367346933,39
0.5068493150684932,0,0.11360821045723776,15,0.6,2,0,0,1,1,0.0,0.0,0.6020408163265305,35
0.30136986301369856,4,0.24015384459260614,11,0.5333333333333333,0,4,1,4,1,0.0,0.0,0.8061224489795917,39
0.4383561643835617,4,0.12250805925114082,11,0.5333333333333333,2,3,0,4,1,0.0,0.0,0.39795918367346933,39
0.0821917808219178,2,0.12071049952134981,7,0.7333333333333334,4,11,1,4,1,0.0,0.0,0.520408163265306,39
0.0410958904109589,4,0.1716578209408605,15,0.6,4,12,3,2,1,0.0,0.0,0.43877551020408156,39
0.3835616438356165,4,0.25346809957276667,9,0.8,0,4,3,4,1,0.0,0.3232323232323232,0.39795918367346933,39
0.1780821917808219,1,0.03224782916078925,15,0.6,2,1,3,4,1,0.0,0.0,0.39795918367346933,39
0.0684931506849315,7,0.20243824059697657,15,0.6,2,8,0,2,1,0.0,0.0,0.14285714285714282,39
0.4246575342465753,4,0.15568545072609372,1,0.4,4,7,4,4,1,0.0,0.0,0.39795918367346933,33
0.0547945205479452,4,0.12510190343782454,15,0.6,4,7,3,4,1,0.0,0.0,0.39795918367346933,39
0.0273972602739726,4,0.3597866201208972,11,0.5333333333333333,1,1,5,4,0,0.0,0.0,0.24489795918367346,39
0.1917808219178082,4,0.04862206255940843,15,0.6,2,12,0,4,1,0.0,0.0,0.37755102040816324,0
0.4246575342465753,6,0.17129384384841506,7,0.7333333333333334,2,10,0,4,1,0.0,0.0,0.39795918367346933,39
0.1917808219178082,4,0.3352851435781383,6,0.26666666666666666,2,7,0,4,1,0.0,0.0,0.42857142857142855,39
0.4931506849315069,6,0.05156635309160654,9,0.8,2,10,0,4,1,0.0,0.0,0.39795918367346933,39
0.0958904109589041,4,0.1087209046657398,9,0.8,2,13,0,4,1,0.0,0.0,0.5,39
0.4383561643835617,4,0.05571488010066876,11,0.5333333333333333,5,1,4,4,0,0.0,0.0,0.39795918367346933,39
0.1095890410958904,4,0.1878710384510001,11,0.5333333333333333,4,6,1,4,1,0.0,0.0,0.346938775510204,39
0.547945205479452,1,0.220287325411081,9,0.8,2,10,0,2,1,0.0,0.0,0.39795918367346933,39
0.4931506849315069,4,0.08935434658331726,11,0.5333333333333333,2,7,0,4,1,0.0,0.0,0.37755102040816324,39
0.3698630136986301,4,0.07852501327704542,12,0.8666666666666667,0,4,4,4,0,0.0,0.0,0.39795918367346933,39
0.32876712328767127,7,0.06042696271940952,8,0.6666666666666666,2,3,0,4,1,0.0,0.0,0.39795918367346933,39
0.1643835616438356,4,0.17534562601692022,8,0.6666666666666666,4,10,1,4,1,0.0,0.0,0.42857142857142855,39
0.1095890410958904,4,0.013523981557591934,15,0.6,2,4,5,3,0,0.0,0.0,0.39795918367346933,39
0.0136986301369863,4,0.14523294872185183,11,0.5333333333333333,4,8,3,4,0,0.0,0.0,0.2959183673469387,0
0.41095890410958896,4,0.02675705205616613,14,0.9333333333333333,2,10,5,4,0,0.0,0.43663911845730025,0.6020408163265305,16
0.4520547945205479,1,0.16189538703010253,9,0.8,0,4,1,4,1,0.0,0.0,0.5510204081632653,39
0.41095890410958896,5,0.0659941885441931,11,0.5333333333333333,0,4,1,4,1,0.0,0.0,0.6020408163265305,39
0.35616438356164376,4,0.15269989141575588,15,0.6,2,13,0,4,1,0.0,0.0,0.39795918367346933,39
0.3972602739726027,4,0.13827137942582277,4,0.13333333333333336,2,7,0,4,1,0.0,0.0,0.39795918367346933,26
0.2465753424657534,4,0.029812971250545453,8,0.6666666666666666,2,8,0,4,1,0.0,0.0,0.39795918367346933,33
0.32876712328767127,4,0.09139140053378796,11,0.5333333333333333,2,1,0,4,1,0.0,0.0,0.47959183673469385,39
0.1780821917808219,4,0.1189765343021348,11,0.5333333333333333,2,7,0,4,1,0.05013050130501305,0.0,0.39795918367346933,39
0.1780821917808219,4,0.03194000466810769,9,0.8,2,12,0,4,1,0.024070240702407025,0.0,0.39795918367346933,39
0.2054794520547945,0,0.19054742019396326,5,0.2,3,0,1,4,1,0.0,0.0,0.39795918367346933,0
0.4246575342465753,4,0.09292578723576987,11,0.5333333333333333,2,14,0,4,1,0.0,0.0,0.39795918367346933,39
0.3424657534246575,4,0.07059464250075265,10,1.0,2,10,0,4,1,0.0,0.0,0.44897959183673464,39
0.1643835616438356,4,0.06312972941888824,15,0.6,0,13,1,4,1,0.0,0.0,0.5816326530612245,39
0.2602739726027397,4,0.09691532796839217,11,0.5333333333333333,2,3,0,4,1,0.0,0.0,0.39795918367346933,39
0.1506849315068493,4,0.11561346715242048,15,0.6,0,1,1,4,0,0.0,0.0,0.39795918367346933,39
0.4931506849315069,4,0.10659590086021724,11,0.5333333333333333,2,1,5,4,0,0.0,0.0,0.39795918367346933,39
0.4383561643835617,5,0.12136809382219922,15,0.6,2,4,0,4,1,0.0,0.0,0.5,39
0.1095890410958904,0,0.12745692994117508,15,0.6,4,0,3,4,1,0.0,0.0,0.39795918367346933,39
0.0273972602739726,4,0.06036336820883355,15,0.6,4,10,3,4,1,0.0,0.0,0.31632653061224486,39
0.1917808219178082,4,0.20139772615797824,9,0.8,5,12,3,2,0,0.0,0.0,0.39795918367346933,39
0.1643835616438356,6,0.10148939696843615,9,0.8,2,12,0,4,1,0.0,0.0,0.7040816326530611,39
0.0821917808219178,4,0.13489681114121704,15,0.6,4,7,1,4,1,0.0,0.0,0.39795918367346933,39
0.8493150684931505,4,0.07608271345598955,15,0.6,2,10,2,4,1,0.0,0.0,0.19387755102040813,39
0.136986301369863,4,0.13641428440953512,11,0.5333333333333333,4,8,3,4,1,0.0,0.0,0.39795918367346933,26
0.3150684931506849,4,0.013482712779452207,7,0.7333333333333334,2,1,0,4,1,0.0,0.0,0.39795918367346933,39
0.6849315068493149,0,0.13562814801284068,0,0.33333333333333337,2,0,0,4,1,0.0,0.0,0.01020408163265306,39
0.0136986301369863,4,0.20116770346015025,1,0.4,4,8,3,4,0,0.0,0.0,0.21428571428571425,39
0.1917808219178082,2,0.0768830571369616,5,0.2,2,5,0,4,1,0.0,0.0,0.39795918367346933,39
0.0136986301369863,4,0.29399201009393716,11,0.5333333333333333,4,12,1,4,1,0.0,0.0,0.2959183673469387,39
0.4794520547945205,4,0.17876146307966567,9,0.8,2,8,0,4,1,0.0,0.0,0.39795918367346933,5
0.3972602739726027,4,0.026610243451964152,11,0.5333333333333333,2,8,5,4,0,0.0,0.0,0.39795918367346933,39
0.5753424657534245,4,0.09989209229322481,11,0.5333333333333333,2,12,0,4,1,0.0,0.0,0.47959183673469385,39
0.3698630136986301,4,0.22414088213704617,11,0.5333333333333333,0,3,1,4,0,0.14344143441434415,0.0,0.39795918367346933,39
0.4931506849315069,4,0.22594182455356993,11,0.5333333333333333,0,12,3,4,0,0.0,0.0,0.346938775510204,39
0.4383561643835617,2,0.17315905731286133,11,0.5333333333333333,2,11,0,4,1,0.0,0.0,0.39795918367346933,39
0.2191780821917808,4,0.12838378610595252,12,0.8666666666666667,2,10,0,4,1,0.0,0.0,0.5,39
0.1780821917808219,4,0.028447718885201756,6,0.26666666666666666,4,12,1,4,1,0.0,0.0,0.39795918367346933,39
0.35616438356164376,1,0.2696556086637372,10,1.0,4,10,1,4,0,0.0,0.0,0.5,39
0.547945205479452,4,0.1608075149768455,8,0.6666666666666666,2,10,0,4,1,0.0,0.0,0.39795918367346933,39
0.27397260273972607,4,0.18567229207470326,15,0.6,0,3,4,4,0,0.0,0.0,0.39795918367346933,39
0.1506849315068493,4,0.13549554669291633,15,0.6,0,7,4,2,0,0.0,0.0,0.24489795918367346,39
0.1780821917808219,4,0.0713489816421591,11,0.5333333333333333,2,12,5,1,0,0.0,0.3611111111111111,0.346938775510204,0
0.2328767123287671,2,0.14478643407312694,9,0.8,2,11,0,4,1,0.0,0.0,0.39795918367346933,39
0.1643835616438356,2,0.06988630789891179,15,0.6,4,6,1,4,1,0.0,0.0,0.5,39
0.4246575342465753,6,0.12109477273419185,10,1.0,2,10,0,4,1,0.0,0.43663911845730025,0.6020408163265305,39
0.27397260273972607,4,0.12881135770897395,15,0.6,2,12,0,4,1,0.0,0.0,0.47959183673469385,39
0.4246575342465753,4,0.10744089600606177,7,0.7333333333333334,0,4,4,4,0,0.0,0.0,0.39795918367346933,9
0.2054794520547945,1,0.1604232417640035,11,0.5333333333333333,4,8,3,2,1,0.0,0.0,0.39795918367346933,39
0.8082191780821917,4,0.07570858830334581,12,0.8666666666666667,2,4,0,4,1,0.0,0.0,0.39795918367346933,39
0.3698630136986301,4,0.12583391684679474,9,0.8,2,4,0,4,1,0.15024150241502415,0.0,0.6020408163265305,39
0.41095890410958896,6,0.09257128166617618,12,0.8666666666666667,4,10,1,4,0,0.0,0.0,0.5,39
0.0410958904109589,4,0.11908072105350394,15,0.6,4,13,3,4,0,0.0,0.0,0.39795918367346933,39
0.1643835616438356,4,0.061664349526254714,11,0.5333333333333333,4,3,1,4,1,0.0,0.0,0.39795918367346933,39
0.2054794520547945,5,0.20659759220358362,11,0.5333333333333333,2,3,0,4,1,0.07688076880768807,0.0,0.39795918367346933,39
